Type,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,Description
Cat,Tabby,Female,Gray,Medium,Short,No,No,No,Healthy,1,50,Name : Lela Gender : Female Age : 6 months Diet : Blackwood Healthy and active Litter Train SMS Affi : Adoption fees: RM adoption fees is for maintenance of food and sand for other cat Pick up point at Bandar Sunway
Cat,Tabby,Female,Brown,Medium,Medium,No,No,No,Healthy,1,100,Baby is a very cute & active kitten.It have brown spot like Bengal breed. She is litter train Diet:Blackwood Kitten Adoption fees is RM COD at Bandar Sunway Please call Affi at
Dog,Mixed Breed,Male,Cream,Medium,Medium,Yes,Yes,No,Healthy,1,0,"Robin is a 4 months old male pup looking for a loving home. He has been vaccinated and dewormed. Robin is a active and playful pup. He gets along very well with other dogs and humans. Robin can be a great companion for your life. His current location is at PJ. If you are interested to give Robin a good home, pls drop me a message/watsapp at. Thank you."
Dog,Chihuahua,Mixed,Brown,Small,Short,Yes,Yes,No,Healthy,2,0,"There are 2 puppies for adoption: 1. 1 Male and 1 Female 2. 2 months + old 3. Brown in colour 4. very cute, healthy and active 5. In Penang They are either Chihuahua or Miniature Pinscher or a mixture of these 2 breeds. I can't % confirm but both are definitely small breed The actual size looks smaller than those shown in the pictures. The conditions for adoption are: 1. Spay it when it's 6 months old if you do not want to see abandoned puppies. 2. Treat the puppies with love and make them part of your family."
Dog,Mixed Breed,Male,Black,Medium,Medium,None,None,No,Healthy,1,0,"Dark and exotic, strong and good watchdog. No tying or caging for long hours except for precautionary purposes. Commitment to neuter him is compulsory Serious adopter pls call "
Dog,Terrier,Female,Black,Medium,Short,No,Yes,No,Healthy,1,0,"Eva is among six siblings i nicknamed the Spanish Orchestra. She has a very cool and mature demeanor, very observant and not at all hyper. Very good natured, alert and gentle. Great as a companion pet. Vaccination and neutering are compulsory. No tying up or caging for long hours. Please call if interested."
Cat,Domestic Medium Hair,Female,Black,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,A friendly gay but will be a little bit shy when first meeting. She will be super manja once she get familiar with you. She had done vaccination. Terms & conditions : 1. No unnecessary caging 2. Must keep indoor 3. Must provide basic medical treatment 4. Must update me from time to time
Cat,Domestic Long Hair,Female,Black,Medium,Long,Yes,Yes,No,Healthy,1,0,"Introducing little miracle, MiraBelle! ♥ Female kitten, 6 weeks old, long-haired tuxedo with hazel eyes. ♥ A survivor! From near death, MiraBelle fought hard with us through our efforts to restore her to good health. Here she is now (video below). :) ♥ MiraBelle is an avid explorer, she's quick to adjust to new situations and loves loves lovesss to play! Throw anything her way and she will make the best of it. ♥ Being hand-fed from a young age, MiraBelle is also extremely human-affectionate. She loves chest-snuggles and touching noses with her people (although her long whiskers almost always get to you first, lol). ♥ MiraBelle has had her 1st vaccination, has been de-wormed (twice) and given FrontLine (for flea prevention). ***PLEASE READ (NOTE FOR ADOPTERS)***: - MiraBelle must be kept INDOORS at all times. - Adopters must SPAY her at the right age. - MiraBelle must be continued on Orijen cat food/kibbles (she needs a high-meat diet for proper immune-health). Please drop me an email or call if you feel that you may be just the right person for this girl. Thank you! :)"
Dog,Mixed Breed,Female,Brown,Medium,Short,No,No,No,Healthy,1,20,The puppy is currently taking shelter at SPCA Seberang Perai. Please contact SPCA Seberang Perai if you are interested to adopt her as your pet.
Dog,Mixed Breed,Male,Black,Medium,Medium,No,Yes,No,Healthy,2,0,This two brothers are up for adoption. They are superactive and can play all day long.They understand some basic command. They need to be together. Only for a family that can love them. Tnc applied. We hope they get adopted in to a family that will love them as part of their family.
Dog,Mixed Breed,Female,Brown,Small,Short,Yes,Yes,None,Healthy,2,0,very good listening ... Smart & Love to Play
Dog,Mixed Breed,Male,Black,Small,Medium,Yes,Yes,No,Healthy,1,0,this little boy here is for adoption. he is so cute; he almost acts like a panda. he also has nice markings on his body. he is small-sized but NOT TOY-sized. Jenny will you adopt him? ================================================== Adopters are required to vaccinate and neuter them. We also kindly ask adopters to provide us updates with pictures after adopting them. ==================================================
Dog,Mixed Breed,Female,Cream,Medium,Short,No,Yes,Yes,Healthy,1,0,"Jessie was found in my residential area. She is too friendly and was following everyone who passes by in a very playful manner. However, not all are tolerant towards dogs. I took her off the streets and now she has been spayed and treated for mild skin problem that she had. Jessie is very playful and always active. So, she might need regular walks and it would be better if she has play time. Even better if she has a playmate."
Cat,Domestic Medium Hair,Male,Black,Medium,Medium,Yes,Yes,No,Healthy,1,0,"I found him at my house parking base. I showered him and pampered him. But too bad because my house already full of cats, so Robin needs a new friend and a house to stay. Please adopt Robin."
Dog,Basenji,Male,Black,Medium,Medium,No,Yes,No,Healthy,1,0,For Adoption
Cat,Domestic Short Hair,Female,White,Medium,Short,No,No,No,Healthy,1,0,"My mother rescued her from the street. A mother cat took care of her until she's healthy and beautiful. Aside from her past on the street, we never let her go outside roaming around."
Cat,Maine Coon,Male,Black,Large,Medium,No,No,Yes,Healthy,1,10,"I adopt Rocket early of the year and i never let him out from the apartment. But when he grow up, I realize he like to go out and enjoying his own sweet time. My apartment did not let any cats wondering around or they will catch and send to the authorities. Please help me to make sure that Rocket can be in a better hand. Thank you"
Cat,Persian,Male,Gray,Medium,Medium,Yes,Yes,No,Healthy,1,700,"Tuut was rescued from BYB breeder when he was 1 month old. i have spent more thank RM due to Marge and fungus treatment. He has grow up to be such a doll. Well behave boy, playfull and likes to bath and no problem with hair dryer. when we first rescued him, it didnt occur to us that he is a mainecoon mix, but now the signs has become clearer, his tail is as long as his body, and his fur is silky smooth (unlike to most mix persian) he will be fully vaccinated before rehome, you are welcome to come and view him before adopting thank you"
Cat,Domestic Short Hair,Female,Black,Medium,Short,No,Yes,Yes,Healthy,1,0,"The kitty was found nearby my neighbourhood. She is very friendly and active. She loves playing with people. I decided to rescue her after finding out some male cats started wandering the area and she was about to enter adulthood. I am looking for someone that can give her lots of love and attention. Since I already have 8 cats, I could not give her the attention she needs. Kindly contact me if you are interested."
Dog,Mixed Breed,Mixed,Black,Medium,Short,No,No,No,Healthy,5,0,These 5 newborns are still being nursed by mama. If interested to adopt can make a booking by calling Jocelyn at
Dog,Golden Retriever,Female,Yellow,Medium,Medium,No,Yes,Yes,Healthy,1,150,Very chubby and adorable
Dog,Mixed Breed,Female,Black,Medium,Medium,No,No,No,Healthy,2,0,Thanks for the kind people who came forward and adopt them and give it a home.. Really appreciate it ^^
Cat,Domestic Medium Hair,Male,Brown,Large,Medium,No,No,No,Healthy,1,0,The most famous rat in is back...as a cat!
Cat,Domestic Short Hair,Male,Black,Large,Medium,Yes,Yes,No,Healthy,1,0,Yoko is over a year old. He has a bob tail. Sadly I have to give him away as I am living in an apartment and cannot have pets. He is manja and very independent. He likes to lurk around so I do not suggest keeping him in a cage. He is litter trained and eats any cat food/ dry kibbles. If you are interested please whatsapp/text me at. Thank you!
Cat,Domestic Long Hair,Female,Black,Medium,Long,Yes,Yes,No,Healthy,1,0,"Gegurl is a quite, reserve and shy female cat. She doesn't require much attention from you. She spent most of her time grooming herself. She is very easy to handle. Suitable for those who likes cat but doesnt have much time to shower them with cares n attentions. I have to find a new home for her as I have restriction in keeping pets at my place.For those who is interested, please feel free to whatsapp/call/sms me at."
Cat,Domestic Medium Hair,Male,White,Medium,Medium,No,No,No,Healthy,1,0,I rescued him from the street unfortunately my current male cat is very dominant and they don't get along. He is very sweet but he need to be in a house with a much friendlier cat or when he is the only one. He loves attention. Please give him a good home and neuter him. He has fluffy Bob tail just like a rabbit.
Dog,Mixed Breed,Male,Black,Medium,Short,Yes,Yes,No,Healthy,1,0,"[On trial adoption] Pics 1-5 with credits to Ohana, an ethical pet supplies shop that promotes adoption and does not sell animals. Check out their recent adoption event album for other dogs/cats available for adoption: -------------------------------------------------- ""Hiya, they call me Kruppy for now. My stray mama sought shelter in a house and gave birth to me and siblings on 28 March . The landlord found out and after getting nipped by my mama who was only trying to protect us, he got angry and threatened to have my whole family put to sleep. Luckily two kind ladies agreed to foster us. I'm a smart chap who's already learning how to pee and poo on the grass. My foster mama says I'm sweet and quiet, friendly with people and like playing with other doggies. In other words, I'm a bundle of awesome and would totally love to go home with you!"" -------------------------------------------------- Conditions for adoption: 1. No unnecessary tying/caging up. 2. Maintain medical needs (vaccinations, deworming, heartworm prevention etc.) 3. Neuter once old enough (approx 6 months). 4. Puppy-proof your compound. 5. Willing to train puppy and tolerate typical puppy behaviour. 6. Love them unconditionally - puppies aren't toys, cherish them even after they outgrow their cuteness :) To help determine if you and the dog you're interested in are a good fit, would appreciate it if you could email/text a brief intro of yourself, your experience with dogs if any, your household situation (what type of home you live in i.e. landed or apartment, whether you have other family members/friends living with you etc.) and any other pertinent info."
